IND_NAME,DIM_GEO_NAME,IND_CODE,DIM_GEO_CODE,DIM_TIME_YEAR,DIM_1_CODE,VALUE_NUMERIC,VALUE_STRING,VALUE_COMMENTS
Density of nursing and midwifery personnel (per 10 000 population) ,Georgia,HWF_0006,GEO,2022,,59.7989997864,59.8,
Density of pharmacists (per 10 000 population) ,Georgia,HWF_0014,GEO,2022,,0.935000002384,0.9,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Georgia,WHS4_100,GEO,2022,,85.0,85.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Georgia,SDGHPVRECEIVED,GEO,2022,SEX_FMLE,34.0,34.0,
Malaria incidence (per 1000 population at risk),Georgia,MALARIA_EST_INCIDENCE,GEO,2022,,0.0,0.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Georgia,MCV2,GEO,2022,,78.0,78.0,
Neonatal mortality rate (per 1000 live births),Georgia,WHOSIS_000003,GEO,2022,SEX_BTSX,5.33980989456,5.0,
New HIV infections (per 1000 uninfected population),Georgia,SDGHIV,GEO,2022,SEX_BTSX,0.140000000596,0.1,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Georgia,PCV3,GEO,2022,,79.0,79.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Georgia,NCD_BMI_PLUS2C,GEO,2022,SEX_BTSX,10.5923204422,10.6,
Prevalence of overweight in children under 5 (%),Georgia,NUTOVERWEIGHTPREV,GEO,2022,,5.0,5.0,
Prevalence of stunting in children under 5 (%),Georgia,NUTSTUNTINGPREV,GEO,2022,,4.80000019073,4.8,
Proportion of births attended by skilled health personnel (%),Georgia,MDG_0000000025,GEO,2022,,99.6999969482,100.0,Unclear definition of the cadres included. Electronic Registry for Maternal and Newborn Health (Birth Registry) Five year report 2018-2022
Proportion of population using a hand-washing facility with soap and water (%),Georgia,WSH_HYGIENE_BASIC,GEO,2022,,91.7573471069,92.0,
Proportion of population using safely-managed drinking-water services (%),Georgia,WSH_WATER_SAFELY_MANAGED,GEO,2022,,69.1418533325,69.0,
Proportion of population using safely-managed sanitation services (%),Georgia,WSH_SANITATION_SAFELY_MANAGED,GEO,2022,,24.0778503418,24.0,
Proportion of population with primary reliance on clean fuels and technology (%),Georgia,PHE_HHAIR_PROP_POP_CLEAN_FUELS,GEO,2022,,92.1999969482,92.0,
Proportion of safely treated domestic wastewater flows (%),Georgia,WSH_DOMESTIC_WASTE_SAFELY_TREATED,GEO,2022,,48.7644500732,49.0,
Reported number of people requiring interventions against NTDs,Georgia,SDGNTDTREATMENT,GEO,2022,,1.0,1.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Georgia,SDGODA01,GEO,2022,,2.25,2.2,
Tuberculosis incidence (per 100 000 population),Georgia,MDG_0000000020,GEO,2022,,60.0,60.0,
Under-five mortality rate (per 1000 live births),Georgia,MDG_0000000007,GEO,2022,SEX_BTSX,9.33016586304,9.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Germany,NCD_BMI_30A,DEU,2022,SEX_BTSX,20.4037094116,20.4,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Germany,M_Est_tob_curr_std,DEU,2022,SEX_BTSX,21.2999992371,21.3,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Germany,WHS4_100,DEU,2022,,91.0,91.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Germany,SDGHPVRECEIVED,DEU,2022,SEX_FMLE,54.0,54.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Germany,MCV2,DEU,2022,,93.0,93.0,
Neonatal mortality rate (per 1000 live births),Germany,WHOSIS_000003,DEU,2022,SEX_BTSX,2.20919203758,2.0,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Germany,PCV3,DEU,2022,,82.0,82.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Germany,NCD_BMI_PLUS2C,DEU,2022,SEX_BTSX,8.49302005768,8.5,
Prevalence of overweight in children under 5 (%),Germany,NUTOVERWEIGHTPREV,DEU,2022,,3.09999990463,3.1,
Prevalence of stunting in children under 5 (%),Germany,NUTSTUNTINGPREV,DEU,2022,,2.09999990463,2.1,
Proportion of population using safely-managed drinking-water services (%),Germany,WSH_WATER_SAFELY_MANAGED,DEU,2022,,99.9164123535,100.0,
Proportion of population using safely-managed sanitation services (%),Germany,WSH_SANITATION_SAFELY_MANAGED,DEU,2022,,96.8898468018,97.0,
Proportion of population with primary reliance on clean fuels and technology (%),Germany,PHE_HHAIR_PROP_POP_CLEAN_FUELS,DEU,2022,,100.0,100.0,
Proportion of safely treated domestic wastewater flows (%),Germany,WSH_DOMESTIC_WASTE_SAFELY_TREATED,DEU,2022,,98.9616317749,99.0,
Reported number of people requiring interventions against NTDs,Germany,SDGNTDTREATMENT,DEU,2022,,173.0,173.0,Aggregation across diseases
Tuberculosis incidence (per 100 000 population),Germany,MDG_0000000020,DEU,2022,,5.09999990463,5.1,
Under-five mortality rate (per 1000 live births),Germany,MDG_0000000007,DEU,2022,SEX_BTSX,3.57175397873,4.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Ghana,NCD_BMI_30A,GHA,2022,SEX_BTSX,12.9313097,12.9,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Ghana,M_Est_tob_curr_std,GHA,2022,SEX_BTSX,3.40000009537,3.4,The most recent survey was conducted in 2017-18. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Ghana,SDGODAWS,GHA,2022,,49.6890983582,49.7,
Density of medical doctors (per 10 000 population) ,Ghana,HWF_0001,GHA,2022,,1.41199994087,1.4,
Density of nursing and midwifery personnel (per 10 000 population) ,Ghana,HWF_0006,GHA,2022,,37.8849983215,37.9,
Density of pharmacists (per 10 000 population) ,Ghana,HWF_0014,GHA,2022,,0.354999989271,0.4,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Ghana,WHS4_100,GHA,2022,,99.0,99.0,
Malaria incidence (per 1000 population at risk),Ghana,MALARIA_EST_INCIDENCE,GHA,2022,,158.788787842,158.8,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Ghana,MCV2,GHA,2022,,84.0,84.0,
Neonatal mortality rate (per 1000 live births),Ghana,WHOSIS_000003,GHA,2022,SEX_BTSX,21.0528507233,21.0,
New HIV infections (per 1000 uninfected population),Ghana,SDGHIV,GHA,2022,SEX_BTSX,0.52999997139,0.5,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Ghana,PCV3,GHA,2022,,99.0,99.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Ghana,NCD_BMI_PLUS2C,GHA,2022,SEX_BTSX,7.00488996506,7.0,
Prevalence of overweight in children under 5 (%),Ghana,NUTOVERWEIGHTPREV,GHA,2022,,1.89999997616,1.9,
Prevalence of stunting in children under 5 (%),Ghana,NUTSTUNTINGPREV,GHA,2022,,12.6999998093,12.7,
Prevalence of wasting in children under 5 (%),Ghana,NUTRITION_WH_2,GHA,2022,,5.8,5.8,
Proportion of population using a hand-washing facility with soap and water (%),Ghana,WSH_HYGIENE_BASIC,GHA,2022,,41.6893882751,42.0,
Proportion of population using safely-managed drinking-water services (%),Ghana,WSH_WATER_SAFELY_MANAGED,GHA,2022,,44.4680786133,44.0,
Proportion of population using safely-managed sanitation services (%),Ghana,WSH_SANITATION_SAFELY_MANAGED,GHA,2022,,15.8340997696,16.0,
Proportion of population with primary reliance on clean fuels and technology (%),Ghana,PHE_HHAIR_PROP_POP_CLEAN_FUELS,GHA,2022,,31.0,31.0,
Proportion of safely treated domestic wastewater flows (%),Ghana,WSH_DOMESTIC_WASTE_SAFELY_TREATED,GHA,2022,,11.8182201385,12.0,
Reported number of people requiring interventions against NTDs,Ghana,SDGNTDTREATMENT,GHA,2022,,12800889.0,12800889.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Ghana,SDGODA01,GHA,2022,,5.82999992371,5.8,
Tuberculosis incidence (per 100 000 population),Ghana,MDG_0000000020,GHA,2022,,133.0,133.0,
Under-five mortality rate (per 1000 live births),Ghana,MDG_0000000007,GHA,2022,SEX_BTSX,42.3443908691,42.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),GLOBAL,NCD_BMI_30A,GLOBAL,2022,SEX_BTSX,15.7852296829,15.8,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,GLOBAL,M_Est_tob_curr_std,GLOBAL,2022,SEX_BTSX,20.8999996185,20.9,
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),GLOBAL,SDGODAWS,GLOBAL,2022,,8496.55371094,8496.6,
Density of dentists (per 10 000 population) ,GLOBAL,HWF_0010,GLOBAL,2022,,3.29999995232,3.3,
Density of medical doctors (per 10 000 population) ,GLOBAL,HWF_0001,GLOBAL,2022,,17.2000007629,17.2,
Density of nursing and midwifery personnel (per 10 000 population) ,GLOBAL,HWF_0006,GLOBAL,2022,,37.7000007629,37.7,
Density of pharmacists (per 10 000 population) ,GLOBAL,HWF_0014,GLOBAL,2022,,4.80000019073,4.8,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),GLOBAL,WHS4_100,GLOBAL,2022,,84.0,84.0,
Malaria incidence (per 1000 population at risk),GLOBAL,MALARIA_EST_INCIDENCE,GLOBAL,2022,,58.4319114685,58.4,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),GLOBAL,MCV2,GLOBAL,2022,,74.0,74.0,
Neonatal mortality rate (per 1000 live births),GLOBAL,WHOSIS_000003,GLOBAL,2022,SEX_BTSX,17.2695598602,17.0,
New HIV infections (per 1000 uninfected population),GLOBAL,SDGHIV,GLOBAL,2022,SEX_BTSX,0.170000001788,0.2,
Percentage of 15 years old girls received the recommended doses of HPV vaccine,GLOBAL,SDGHPVRECEIVED,GLOBAL,2022,SEX_FMLE,15.0,15.0,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),GLOBAL,PCV3,GLOBAL,2022,,60.0,60.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),GLOBAL,NCD_BMI_PLUS2C,GLOBAL,2022,SEX_BTSX,8.23832035065,8.2,
Prevalence of overweight in children under 5 (%),GLOBAL,NUTOVERWEIGHTPREV,GLOBAL,2022,,5.59999990463,5.6,
Prevalence of stunting in children under 5 (%),GLOBAL,NUTSTUNTINGPREV,GLOBAL,2022,,22.2999992371,22.3,
Prevalence of wasting in children under 5 (%),GLOBAL,NUTRITION_WH_2,GLOBAL,2022,,6.80000019073,6.8,
Proportion of population using a hand-washing facility with soap and water (%),GLOBAL,WSH_HYGIENE_BASIC,GLOBAL,2022,,75.1537399292,75.0,
Proportion of population using safely-managed drinking-water services (%),GLOBAL,WSH_WATER_SAFELY_MANAGED,GLOBAL,2022,,72.9271469116,73.0,
Proportion of population using safely-managed sanitation services (%),GLOBAL,WSH_SANITATION_SAFELY_MANAGED,GLOBAL,2022,,56.6043701172,57.0,
Proportion of population with primary reliance on clean fuels and technology (%),GLOBAL,PHE_HHAIR_PROP_POP_CLEAN_FUELS,GLOBAL,2022,,73.5918884277,74.0,
Proportion of safely treated domestic wastewater flows (%),GLOBAL,WSH_DOMESTIC_WASTE_SAFELY_TREATED,GLOBAL,2022,,57.7918281555,58.0,
Reported number of people requiring interventions against NTDs,GLOBAL,SDGNTDTREATMENT,GLOBAL,2022,,1619405312.0,1619405312.0,
Tuberculosis incidence (per 100 000 population),GLOBAL,MDG_0000000020,GLOBAL,2022,,133.0,133.0,
Under-five mortality rate (per 1000 live births),GLOBAL,MDG_0000000007,GLOBAL,2022,SEX_BTSX,37.1182518005,37.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Greece,NCD_BMI_30A,GRC,2022,SEX_BTSX,27.9815006256,28.0,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Greece,M_Est_tob_curr_std,GRC,2022,SEX_BTSX,32.7999992371,32.8,The most recent survey was conducted in 2020. This is a projection.
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Greece,WHS4_100,GRC,2022,,99.0,99.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Greece,MCV2,GRC,2022,,83.0,83.0,
Neonatal mortality rate (per 1000 live births),Greece,WHOSIS_000003,GRC,2022,SEX_BTSX,2.33803200722,2.0,
New HIV infections (per 1000 uninfected population),Greece,SDGHIV,GRC,2022,SEX_BTSX,0.079999998212,0.1,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Greece,PCV3,GRC,2022,,96.0,96.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Greece,NCD_BMI_PLUS2C,GRC,2022,SEX_BTSX,11.5519800186,11.6,
Prevalence of overweight in children under 5 (%),Greece,NUTOVERWEIGHTPREV,GRC,2022,,14.6000003815,14.6,
Prevalence of stunting in children under 5 (%),Greece,NUTSTUNTINGPREV,GRC,2022,,2.20000004768,2.2,
Proportion of births attended by skilled health personnel (%),Greece,MDG_0000000025,GRC,2022,,99.9000015259,100.0,Hellenic Republic; Hellenic Statistical Authority; Directorate General of Statistics; Population and Migration Statistics Section.
Proportion of population using safely-managed drinking-water services (%),Greece,WSH_WATER_SAFELY_MANAGED,GRC,2022,,98.8796386719,99.0,
Proportion of population using safely-managed sanitation services (%),Greece,WSH_SANITATION_SAFELY_MANAGED,GRC,2022,,92.1603622437,92.0,
Proportion of population with primary reliance on clean fuels and technology (%),Greece,PHE_HHAIR_PROP_POP_CLEAN_FUELS,GRC,2022,,100.0,100.0,
Proportion of safely treated domestic wastewater flows (%),Greece,WSH_DOMESTIC_WASTE_SAFELY_TREATED,GRC,2022,,89.6818237305,90.0,
Reported number of people requiring interventions against NTDs,Greece,SDGNTDTREATMENT,GRC,2022,,5.0,5.0,Aggregation across diseases
Tuberculosis incidence (per 100 000 population),Greece,MDG_0000000020,GRC,2022,,2.20000004768,2.2,
Under-five mortality rate (per 1000 live births),Greece,MDG_0000000007,GRC,2022,SEX_BTSX,3.88954806328,4.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Grenada,NCD_BMI_30A,GRD,2022,SEX_BTSX,30.2521305084,30.3,
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Grenada,SDGODAWS,GRD,2022,,0.391799986362,0.4,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Grenada,WHS4_100,GRD,2022,,77.0,77.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Grenada,SDGHPVRECEIVED,GRD,2022,SEX_FMLE,5.0,5.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Grenada,MCV2,GRD,2022,,68.0,68.0,
Neonatal mortality rate (per 1000 live births),Grenada,WHOSIS_000003,GRD,2022,SEX_BTSX,10.1249303818,10.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Grenada,NCD_BMI_PLUS2C,GRD,2022,SEX_BTSX,19.1373291016,19.1,
Proportion of population with primary reliance on clean fuels and technology (%),Grenada,PHE_HHAIR_PROP_POP_CLEAN_FUELS,GRD,2022,,84.8000030518,85.0,
Reported number of people requiring interventions against NTDs,Grenada,SDGNTDTREATMENT,GRD,2022,,286.0,286.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Grenada,SDGODA01,GRD,2022,,0.930000007153,0.9,
Tuberculosis incidence (per 100 000 population),Grenada,MDG_0000000020,GRD,2022,,3.09999990463,3.1,
Under-five mortality rate (per 1000 live births),Grenada,MDG_0000000007,GRD,2022,SEX_BTSX,16.0139293671,16.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Guatemala,NCD_BMI_30A,GTM,2022,SEX_BTSX,26.8102397919,26.8,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Guatemala,M_Est_tob_curr_std,GTM,2022,SEX_BTSX,11.8999996185,11.9,The most recent survey was conducted in 2014-15. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Guatemala,SDGODAWS,GTM,2022,,9.85789966583,9.9,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Guatemala,WHS4_100,GTM,2022,,79.0,79.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Guatemala,SDGHPVRECEIVED,GTM,2022,SEX_FMLE,18.0,18.0,
Malaria incidence (per 1000 population at risk),Guatemala,MALARIA_EST_INCIDENCE,GTM,2022,,0.137779995799,0.1,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Guatemala,MCV2,GTM,2022,,69.0,69.0,
Neonatal mortality rate (per 1000 live births),Guatemala,WHOSIS_000003,GTM,2022,SEX_BTSX,10.281709671,10.0,
New HIV infections (per 1000 uninfected population),Guatemala,SDGHIV,GTM,2022,SEX_BTSX,0.070000000298,0.1,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Guatemala,PCV3,GTM,2022,,84.0,84.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Guatemala,NCD_BMI_PLUS2C,GTM,2022,SEX_BTSX,7.71787023544,7.7,
Prevalence of overweight in children under 5 (%),Guatemala,NUTOVERWEIGHTPREV,GTM,2022,,4.80000019073,4.8,
Prevalence of stunting in children under 5 (%),Guatemala,NUTSTUNTINGPREV,GTM,2022,,43.5,43.5,
Proportion of population using safely-managed drinking-water services (%),Guatemala,WSH_WATER_SAFELY_MANAGED,GTM,2022,,56.2933082581,56.0,
